model_name,Train Score,Test Score,CV Score,CV Score Std
PCA_Log_30_filtered_PTS_PIE_BPM,0.6428458247504357,0.6286438529784537,0.6385676672263105,0.003754581539121
PCA_Log_30_filtered_FTr,0.6433513838748496,0.6305655836341757,0.6416223522325935,0.0107649888037429
PCA_RF_20_full,0.999928459007011,0.6237482117310443,0.6266266657453403,0.0091832485756844
PCA_RF_20_full,0.9997853770210332,0.623175965665236,0.6222621378355483,0.0093604535116849
PCA_RF_20_filtered_PIE_BPM,0.9996144949884348,0.6253469010175763,0.6240555127216654,0.0020311395331256
PCA_RF_20_filtered_PTS_PIE_BPM,0.9996025121233802,0.6200317965023847,0.6255666003976144,0.0105481703823738
PCA_RF_20_filtered_FTr,0.9996264196054993,0.6232446967433523,0.6235050781361239,0.0089484687833299
PCA_RF_30_full,0.999856918014022,0.6303290414878397,0.6310626988209581,0.0051408499792293
PCA_RF_30_filtered_PIE_BPM,0.999845512127298,0.6333024405313562,0.6298470660695459,0.0056946996078002
PCA_RF_30_filtered_PTS_PIE_BPM,0.9997623197591506,0.6295944233206591,0.6342098507790557,0.006608273027432
PCA_RF_30_filtered_FTr,0.999849578820698,0.6293622141997594,0.6362072066212919,0.0121598450740981
Log_10_full_dates,0.6304907712119044,0.6257510729613734,0.6279858013364352,0.0076659568010308
Log_10_filtered_PIE_BPM_dates,0.6309532998842146,0.6276628589070701,0.6267078348128136,0.0097253618866919
Log_10_filtered_PTS_PIE_BPM_dates,0.6287945183650705,0.6319311663479924,0.6250505742858912,0.0116697530974653
Log_10_filtered_FTr_dates,0.6302452718676123,0.6173167848699763,0.6256651746470527,0.0058532912462895
Log_20_full_dates,0.6393618543425382,0.6366237482117311,0.6339956902398264,0.0053041675101403
Log_20_filtered_PIE_BPM_dates,0.6393986121819584,0.6404563675609004,0.6343099460292982,0.005610919166896
Log_20_filtered_PTS_PIE_BPM_dates,0.6384450274266635,0.6473767885532591,0.6321643114287248,0.0081429275285416
Log_20_filtered_FTr_dates,0.6430812910938434,0.6331042724828204,0.6364320042347116,0.0067266738329749
Log_30_full_dates,0.644798969809701,0.6391988555078684,0.6443693648734072,0.0066625611751531
Log_30_filtered_PIE_BPM_dates,0.6429012822493434,0.6472042014210689,0.6349449929982954,0.0087512240274359
Log_30_filtered_PTS_PIE_BPM_dates,0.6456187608936778,0.6416349809885932,0.6385674789348983,0.0045208792202969
Log_30_filtered_FTr_dates,0.6456077015643803,0.6398916967509025,0.6408703028726386,0.0063936640560308
Log_10_filtered_PIE_BPM_TS_dates,0.6301016419077404,0.6375859912445279,0.6235340109460517,0.0048889751996445
Log_20_filtered_PIE_BPM_TS_dates,0.6402315032066322,0.6349702846418518,0.6364782260779481,0.0092362088980335
Log_30_filtered_PIE_BPM_TS_dates,0.6445924764890282,0.6382445141065831,0.640282131661442,0.0092728523246075
RF_player_full_10_dates,1.0,0.6208869814020028,0.6312774190576367,0.0089300700030963
RF_player_full_20_dates,1.0,0.6311874105865523,0.6298467527083157,0.0067861105808177
RF_player_full_30_dates,1.0,0.6389127324749643,0.6384304692878402,0.0095409404308481
RF_filtered_player_full_10_FTr_dates,1.0,0.6244089834515366,0.6231530596042101,0.0019897880199593
RF_filtered_player_full_20_FTr_dates,1.0,0.6247385718553929,0.6300064548082458,0.0043712102371564
RF_filtered_player_full_30_FTr_dates,1.0,0.6320697954271961,0.6414717218016837,0.0061830154338553
RF_filtered_player_full_10_PIE_BPM_dates,1.0,0.6332201296696511,0.619760710150521,0.0089234093502853
RF_filtered_player_full_20_PIE_BPM_dates,1.0,0.6284304656182547,0.6286815728604471,0.0052485342868519
RF_filtered_player_full_30_PIE_BPM_dates,1.0,0.6391720729070126,0.6262939880784609,0.004353686983316
RF_filtered_player_full_10_PTS_PIE_BPM_dates,1.0,0.6261950286806883,0.6236961195441254,0.0059085030816055
RF_filtered_player_full_20_PTS_PIE_BPM_dates,1.0,0.6298887122416534,0.6287460293880596,0.0066669937070135
RF_filtered_player_full_30_PTS_PIE_BPM_dates,1.0,0.6359315589353612,0.6316753856051215,0.0081146403466135
RF_filtered_player_full_10_PIE_BPM_TS_dates,1.0,0.6235146966854284,0.6209538702111025,0.0068901416221636
RF_filtered_player_full_20_PIE_BPM_TS_dates,1.0,0.6227713481388802,0.6273268156860178,0.0054601115759065
RF_filtered_player_full_30_PIE_BPM_TS_dates,1.0,0.6344827586206897,0.6349529780564264,0.0097399637574643
Log_20_filtered_scaled_PTS_PIE_BPM_dates,0.6384450274266635,0.6473767885532591,0.6321643114287248,0.0081429275285416
Log_20_filtered_scaled_PIE_BPM_TS_dates,0.6402315032066322,0.6349702846418518,0.6364782260779481,0.0092362088980335
PCA25_Log_10_full_scaled_dates_win_pct,0.6437217964329203,0.6299054712116872,0.6415735152453381,0.005917106662457623
PCA40_Log_10_full_scaled_dates_win_pct,0.6469450612420313,0.6336293325694643,0.642647372627229,0.004142232514503267
PCA40_Log_10_filtered_scaled_PIE_BPM_dates_win_pct,0.6423549408946921,0.6440049443757726,0.6391870731181679,0.011775155977950851
PCA40_Log_10_filtered_scaled_PTS_PIE_BPM_dates_win_pct,0.647396539350929,0.6336096938775511,0.6416550497952189,0.006845629660736627
PCA40_Log_10_filtered_scaled_FTr_dates_win_pct,0.6445150798344175,0.646763227904227,0.6403010766790578,0.0041034242407322966
PCA40_Log_20_full_scaled_dates_win_pct,0.6503115822648807,0.6490976797479232,0.6469439049937574,0.011270663412923175
PCA40_Log_20_filtered_scaled_PIE_BPM_dates_win_pct,0.6529557030405927,0.65,0.6491741057602051,0.007137386071377049
PCA40_Log_20_filtered_scaled_PTS_PIE_BPM_dates_win_pct,0.6541335453100159,0.6403815580286168,0.6503179650238474,0.012402673999899569
PCA40_Log_20_filtered_scaled_FTr_dates_win_pct,0.6532137518684604,0.6518230723251643,0.6470852017937221,0.010600215636168257
PCA40_Log_30_full_scaled_dates_win_pct,0.6550390373182436,0.6379260956745918,0.6510992996203157,0.0020253435210261595
PCA40_Log_30_filtered_scaled_PIE_BPM_dates_win_pct,0.6518243661100804,0.6587326120556414,0.6467993576251247,0.0061728053637938336
PCA40_Log_30_filtered_scaled_PTS_PIE_BPM_dates_win_pct,0.6536144578313253,0.6554675118858954,0.6505227972384648,0.004697581008839383
PCA40_Log_30_filtered_scaled_FTr_dates_win_pct,0.652422509780319,0.6650616912428529,0.6491124454590242,0.004886922116236463
PCA40_Log_10_filtered_scaled_PIE_BPM_TS_dates_win_pct,0.644679186228482,0.6354818523153942,0.6410798122065728,0.007827073200418597
PCA40_Log_20_filtered_scaled_PIE_BPM_TS_dates_win_pct,0.6517689417658109,0.6530995616781465,0.6491857384795836,0.003923449593391417
PCA40_Log_30_filtered_scaled_PIE_BPM_TS_dates_win_pct,0.6543287327478042,0.6493099121706399,0.6486831307983798,0.007032344908900068
PCA40_RF_scaled_player_full_10_dates_win_pct,1.0,0.634775136064165,0.6346246551704681,0.006004243715249268
PCA40_RF_scaled_player_full_20_dates_win_pct,1.0,0.6353480378115153,0.6417872351775878,0.009088009188047402
PCA40_RF_scaled_player_full_30_dates_win_pct,1.0,0.6405041535376683,0.6490933124871121,0.0076189591492432165
PCA40_RF_scaled_filtered_player_full_10_FTr_dates_win_pct,1.0,0.6358261897723914,0.6354225634005626,0.007063501913255226
PCA40_RF_scaled_filtered_player_full_20_FTr_dates_win_pct,1.0,0.6476389719067543,0.6416292974588939,0.011568772837602008
PCA40_RF_scaled_filtered_player_full_30_FTr_dates_win_pct,1.0,0.6545290400240746,0.6445237450446557,0.006971437096620045
PCA40_RF_scaled_filtered_player_full_10_PIE_BPM_dates_win_pct,1.0,0.6353522867737948,0.6362512185963322,0.010539290104502212
PCA40_RF_scaled_filtered_player_full_20_PIE_BPM_dates_win_pct,1.0,0.6376543209876543,0.6390643538173449,0.006285069789033207
PCA40_RF_scaled_filtered_player_full_30_PIE_BPM_dates_win_pct,1.0,0.6525502318392581,0.6412337815578905,0.005770656654551665
PCA40_RF_scaled_filtered_player_full_10_PTS_PIE_BPM_dates_win_pct,1.0,0.6269132653061225,0.634638046255172,0.006209902485596953
PCA40_RF_scaled_filtered_player_full_20_PTS_PIE_BPM_dates_win_pct,1.0,0.6381558028616852,0.6409379968203497,0.007139182231897526
PCA40_RF_scaled_filtered_player_full_30_PTS_PIE_BPM_dates_win_pct,1.0,0.6450079239302694,0.6473531309103632,0.004648700852335623
PCA40_RF_scaled_filtered_player_full_10_PIE_BPM_TS_dates_win_pct,1.0,0.6367334167709637,0.6317683881064162,0.009042215060985726
PCA40_RF_scaled_filtered_player_full_20_PIE_BPM_TS_dates_win_pct,1.0,0.6449592986850344,0.6371322608405379,0.007249491459642532
PCA40_RF_scaled_filtered_player_full_30_PIE_BPM_TS_dates_win_pct,1.0,0.6405269761606023,0.6447618388790247,0.008895892500340728
